"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $305.66/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode"
"0x97491f8479ce5d315aba9a28a302f98aa6069ecdc23c8e8b7314f0751c0301b8","4173183","1503057053","8/18/2017 11:50:53 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x441bdcbf0b7902f0425be43b57730dff34699885","","0","3.995","1221.1117","0.000523830381795","0.16011399449946","","",""
"0x893b669d9f0d3d722232f89911c62d3b675e5e4b1eec0b5bec994599e6436d80","4173183","1503057053","8/18/2017 11:50:53 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x621aac15699dc1e53602c748d5cc63a2f058b9e6","","0","19.995","6111.6717","0.000523830381795","0.16011399449946","","",""
"0xa8ffc2553f8b25ccdaeb3115dc743b4f64940fd86a510f8d48d8ff044c46c4a2","4173183","1503057053","8/18/2017 11:50:53 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xbfee1d68660390b1623a6391ce3a2965480bf6d8","","0","5.795","1771.2997","0.000523830381795","0.16011399449946","","",""
"0xfe7febeb369b5a7609b59fdd3096bf0f8dca1fc58de0d0da35a3cf5b8d3cdee3","4173181","1503056885","8/18/2017 11:48:05 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xa2b7d3203e8dcc57aa069b43abd1de388ce431ee","","0","4.825","1474.8095","0.000523830381795","0.16011399449946","","",""
"0x8f0c3a3d86863ede6a9fa45a19214ba502b74bbd4bda64875516132a7d200830","4173180","1503056881","8/18/2017 11:48:01 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x34cf05dcd428e015a85b5f9889994ba04f826733","","0","0.99433","303.9269078","0.000523830381795","0.16011399449946","","",""
"0x3104bf8743d9839f9ab4dc4237e9b31c904b98fab358b26d5399ce875dffef1a","4173176","1503056795","8/18/2017 11:46:35 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x6e7b6ebf644bec3c84ba73134153e9a5ba12b914","","0","3.995","1221.1117","0.000840747762780975","0.256982961171633","","",""
"0xf33f24ffc26103ba943227176e883ac850153a8985af16f9e586333838151bac","4173176","1503056795","8/18/2017 11:46:35 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xe9ca86b78686a5af0ac39cc3be976c95395b5b06","","0","4.995","1526.7717","0.000523830381795","0.16011399449946","","",""
"0x9d7155068f567ef9d03f73ca2fb98f1b2f85a742e9977b9882c1e3cfec820834","4173176","1503056795","8/18/2017 11:46:35 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xee91e8ed109ebe010dda4d38eae1581173c29307","","0","0.095","29.0377","0.000525102541293645","0.160502842771816","","",""
"0xe557f57994fc48d790022038f853d47ceade32427c661a7c7a0a91bec4d75683","4173176","1503056795","8/18/2017 11:46:35 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xb49bbc8126d7fe73e0d01bc7e3bb900ad608db85","","0","0.1","30.566","0.000525102541293645","0.160502842771816","","",""
"0x6dd771adaf09112a34107b8dbdb731013ead7080122b328a94a679cdc47cc7d8","4173174","1503056705","8/18/2017 11:45:05 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xcfaa8b0029e26fb5ffae4f07ecf505f55e946586","","0","0.005","1.5283","0.000523830381795","0.16011399449946","","",""
"0x61c2c603121ccb0dd608abd6239a1935bee01faf82cb9273a47b626ccc2b3247","4173174","1503056705","8/18/2017 11:45:05 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xe0d9b1e489238bdf674e3c71dcae057db80443a8","","0","0.35716","109.1695256","0.000525102541293645","0.160502842771816","","",""
"0xd834b2a8a4f5434c1ee2e1cde74ae047a8eba72f67ec6a326e682c05977c708a","4173173","1503056670","8/18/2017 11:44:30 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x4b59f596bdd52e0225938f40577dc55bd2532804","","0","9.71463","2969.3738058","0.000523830381795","0.16011399449946","","",""
"0x9266ace4518755a1bf1e460760d6993a9ac6a065a8e4042bc4049626d19ad569","4173173","1503056670","8/18/2017 11:44:30 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x643fbe1515ffa90f403fdbbe523a409aa50dd2e0","","0","3.82322","1168.6054252","0.000523830381795","0.16011399449946","","",""
"0xe0509f96c0ba79f335a7bef8d113b30f017f6f7087bc8ac327b05463d13c27ca","4173170","1503056619","8/18/2017 11:43:39 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x8fa346cb0705b99bd3ea6c17e31512350d5abdef","","0","0.925","282.7355","0.000525102541293645","0.160502842771816","","",""
"0x94833fe4d237c3a4f27ef9b497e4758872296d548839b0a9fd05918b27bb9d6d","4173169","1503056586","8/18/2017 11:43:06 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x71abc5e28e17ae9d6286bfe4877a92b7a4daaa26","","0","1.6","489.056","0.000523830381795","0.16011399449946","","",""
"0x055f69c1d0c61c713d280fea46ebab6247a25e53989a6ff84d12fef1659cc6ba","4173169","1503056586","8/18/2017 11:43:06 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x304efbb03b881e321c536958985073c97d18e417","","0","20.00567","6114.9330922","0.000523830381795","0.16011399449946","","",""
"0x1abe383ebf7cb1163654fb6eb20cbc82c65a3a196f55df9e4ebc08dc196fcbdd","4173163","1503056466","8/18/2017 11:41:06 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xce4fe6075d9c97f4f2ee93251476c019185bfac2","","0","0.1","30.566","0.000525102541293645","0.160502842771816","","",""
"0x2830a53c66cf424abe296a4d13c09a7be224ea56de0b3b499d5c8d8a6fcd72f4","4173163","1503056466","8/18/2017 11:41:06 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x443b12b0dd40ecc5c7fa38428ab0ac81451f541e","","0","0.72874","222.7466684","0.000523830381795","0.16011399449946","","",""
"0xf7990ac575fbe2c48ae87619636f259b42323dddf681392068d87e30f4289b76","4173161","1503056408","8/18/2017 11:40:08 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xff8622e7b08b7d531316c2f78b384384fc8b5c14","","0","3.82935","1170.479121","0.000523830381795","0.16011399449946","","",""
"0x3dc19327d4146090abe343dd298ceff3bed15436c505ad323ca472acf2cd059b","4173161","1503056408","8/18/2017 11:40:08 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x6efb6070260ad46a8fe884781c6e4e46d936f039","","0","16.731","5113.99746","0.000525102541293645","0.160502842771816","","",""
"0xb0d7d9d2393fe63e60872b30d24c8f5fba36b3fcf0cedd0810e43e534bc45a02","4173161","1503056408","8/18/2017 11:40:08 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xe9ca86b78686a5af0ac39cc3be976c95395b5b06","","0","4.995","1526.7717","0.000523830381795","0.16011399449946","","",""
"0x8b6393b4e74f544f9c92ac5da3967981aa6aba5f1f28de7add382cc35db36443","4173161","1503056408","8/18/2017 11:40:08 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x743964558f8790bc3b40fd61e711dc335c0670a0","","0","47.3339","14468.079874","0.000523830381795","0.16011399449946","","",""
"0xa072bdf3dcbeeaff2ce56d8359bbff3f5c2853fd8651658218e5c0921b6e56f4","4173161","1503056408","8/18/2017 11:40:08 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x1f5097433c8cb36ebde485d28f0e76ab2c5e673a","","0","0.025","7.6415","0.000525102541293645","0.160502842771816","","",""
"0x41d766b3048d8de7937f122b22dab2ac849b7152401d5f79d1caa9b94fa8a0ae","4173161","1503056408","8/18/2017 11:40:08 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x15245f6c73bdddef958c94650431c4c2330d4faa","","0","5.195","1587.9037","0.000523830381795","0.16011399449946","","",""
"0x14f0585428fdd679f6f19af4a6a7c6f793682de629868f246c764b4f8da052ce","4173160","1503056370","8/18/2017 11:39:30 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xe9ca86b78686a5af0ac39cc3be976c95395b5b06","","0","14.995","4583.3717","0.000523830381795","0.16011399449946","","",""
"0xe3c179559679d4fe32b7446c45a0d7085f80db8a845de2b2f2d070a663660350","4173160","1503056370","8/18/2017 11:39:30 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xc945b6fd2c68d1eba433bf1ea52d1dec46083bda","","0","0.7619","232.882354","0.000523830381795","0.16011399449946","","",""
"0xc11eff97fec095ce4f0c33f0a18927f0ce0b38b56cc10989315f0985c0aec322","4173158","1503056278","8/18/2017 11:37:58 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xd66d74d2c77e85285829c33e5f245a3677da08b1","","0","3.0538","933.424508","0.000523830381795","0.16011399449946","","",""
"0x5fea440f6721653afe49ee12e23d619260183f3b92091d2c3104e9541f99fd52","4173156","1503056250","8/18/2017 11:37:30 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xbe3d5d8a8be2c79574960b624af639d356ee0682","","0","1.52625","466.513575","0.000523830381795","0.16011399449946","","",""
"0x7080f10d511374dbb4c52d359c329517558346cf9a702cc60f8cccf24dde2d85","4173156","1503056250","8/18/2017 11:37:30 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x3d98b3da564c87beca106407201833d7161564b8","","0","0.47321","144.6413686","0.000523830381795","0.16011399449946","","",""
"0xd314837f8f28caa7510eefd6e39ec5386c32e15f77313bcdabea0e09973b151a","4173146","1503056150","8/18/2017 11:35:50 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x850e0b322662ee767e83bcd4442b5f450c709166","","0","7.25965","2218.984619","0.000523830381795","0.16011399449946","","",""
"0xa0774409c183f0b6b5174a19e79b02b468c67097b554fceb63ed1ac7b16fb742","4173146","1503056150","8/18/2017 11:35:50 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x862a9e6c62fae542b224e15abfb21aef127e11bc","","0","10","3056.6","0.000523830381795","0.16011399449946","","",""
"0xe6cbfbf89ca6dae0bbae5ff3f9affeaa9baf48d7f8b007b516af5d3c14a68a32","4173146","1503056150","8/18/2017 11:35:50 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x66ca8aa7328c0ee2dd943d633e6822641ef4bbfb","","0","2.00589","613.1203374","0.000523830381795","0.16011399449946","","",""
"0x2c565b8828dea86e0b40ba5c8fc4edecad0bd286d0da4dbefe0121b5000eb08c","4173146","1503056150","8/18/2017 11:35:50 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x88fa9b99b58707528bd577bb1ac49dfd4c29420a","","0","0.645","197.1507","0.000523830381795","0.16011399449946","","",""
"0xf60ba6579f8ac7ce8d545385abe65cdaf1746556a14321db5788646ca2e27e66","4173143","1503056067","8/18/2017 11:34:27 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x70bab2057033f47936f9e95d819e64b8e0f0d310","","0","1","305.66","0.000523830381795","0.16011399449946","","",""
"0x2039bd5bd8b1ed8186a9ed89f79b172fbb26379c0ec697fc940a50c0b8799fb2","4173140","1503055935","8/18/2017 11:32:15 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x42ac2d6b220563847ce72e2258dc19daca9f435b","","0","3.06274","936.1571084","0.000523830381795","0.16011399449946","","",""
"0x16081fc3838c35d97b9a7f744400ee699c79f20928d89683222878cedce1050a","4173140","1503055935","8/18/2017 11:32:15 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xb9b2b55faf658daef0708cd256f9bdd85bdaa644","","0","0.21282","65.0505612","0.000523830381795","0.16011399449946","","",""
"0x3a859eeb68da7894721ea3d7cac2a9f20b86b33e933aa140663333eb4b3d009b","4173140","1503055935","8/18/2017 11:32:15 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x58d1b93a81f77089dbad67cf4b64bb66b1e10155","","0","5.995","1832.4317","0.000523830381795","0.16011399449946","","",""
"0xb437448a68873e4be1531f00123198105b730d3b87aa7b1315de396fd234d79a","4173133","1503055832","8/18/2017 11:30:32 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xf6c9c4ba4268a5f7d0c00224a25a0e3c4efc0d40","","0","0.195","59.6037","0.000525102541293645","0.160502842771816","","",""
"0xac67cde41d3d99fe531bfde0887cc398db1a80cdb2ca42a739d8a8264a64ba8b","4173133","1503055832","8/18/2017 11:30:32 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x9281f5480e5fe67bb255e97084f36100747195fb","","0","7.90488","2416.2056208","0.000523830381795","0.16011399449946","","",""
"0xdb73790bb2125ba60f652661ceffc649de4ba39a2e6afcef7e56a93144138ecd","4173133","1503055832","8/18/2017 11:30:32 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x643fbe1515ffa90f403fdbbe523a409aa50dd2e0","","0","9.05093","2766.5072638","0.000523830381795","0.16011399449946","","",""
"0xbd9c7c752966ff749521e40015b6fb3f1483ccd3c52533af791553507ca8bbe3","4173133","1503055832","8/18/2017 11:30:32 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x9a3e4a91c110e122b7ea27c6d60d1fec0cf97d6e","","0","19.095","5836.5777","0.000523830381795","0.16011399449946","","",""
"0x54d76fe7730a01d30f221a82bf1d65e84970ae479d6e4ad6605b345ed82bd7ff","4173133","1503055832","8/18/2017 11:30:32 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xc699ed7a9354ebbcc89529f88b67802e6f35a337","","0","10.30697","3150.4284502","0.000523830381795","0.16011399449946","","",""
"0x8e778a62a4d8e22d6ea6c982a3d13236b5eae29d7889aeeef5b1b976937ee08d","4173133","1503055832","8/18/2017 11:30:32 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x00d15d483a1533562e9dc07b5432db654515d0de","","0","24.995","7639.9717","0.000523830381795","0.16011399449946","","",""
"0xa48d8701f225499fbeed3be2b5542009e07ff62783bd77639af8f4458ad86057","4173131","1503055775","8/18/2017 11:29:35 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x966344e65325e3f69424cd25838686f03428212a","","0","3.83476","1172.1327416","0.000523830381795","0.16011399449946","","",""
"0xeaf1394a34501cee3c6ca7bb999700f3065283fc691f3240b09bf9033e9b047d","4173129","1503055709","8/18/2017 11:28:29 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x048db0bb456725d64562a1046bc6fdec899128f1","","0","1.91733","586.0510878","0.000523830381795","0.16011399449946","","",""
"0x0769e6985826c7221343bdda92e7f9fc21994a224c4a8e7da2b00d157741d66c","4173124","1503055634","8/18/2017 11:27:14 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xbc28343917d2cbfbc77968d0df3070986ee87766","","0","1.995","609.7917","0.000525102541293645","0.160502842771816","","",""
"0x5b8c77a5e388dd24e6ffdae6aa86f65e491717b9a677902836bf3171344619f6","4173123","1503055593","8/18/2017 11:26:33 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x714b278863052e52da521ad920e5abbb6a55f1d6","","0","326.995","99949.2917","0.000523830381795","0.16011399449946","","",""
"0x074979e193c9b4c831f752bc64d9a25bc1328266263424169f0dae45f4991c98","4173123","1503055593","8/18/2017 11:26:33 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x304efbb03b881e321c536958985073c97d18e417","","0","36.23096","11074.3552336","0.000523830381795","0.16011399449946","","",""
"0x047c7115697a3a85778568cc411bc06eb8e6f289ef6346c42ce78b49a5102349","4173123","1503055593","8/18/2017 11:26:33 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x093dc39b239e37a0ca6951c522f1c3e43d758174","","0","0.9712","296.856992","0.000523830381795","0.16011399449946","","",""
"0x4858baaa358837d76a2de7c22b27361a49da8147edd7d3bec8084f8d5a7c1aa1","4173123","1503055593","8/18/2017 11:26:33 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x7819e1efe3398a1ca8bf005d38beda321a02460a","","0","1.995","609.7917","0.000523830381795","0.16011399449946","","",""
"0x4d7e3c1eb40e59db5d6936d9bbb9da71fa90f5112b2b5c12518361838ef92f38","4173122","1503055586","8/18/2017 11:26:26 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xd13d14db2ca9dd1b5a2e4c7a4846e8b3f907afdb","","0","3.995","1221.1117","0.000523830381795","0.16011399449946","","",""
"0xe24aeeb23ef82806b447964bc75dd28235480847149d50619a7a8f821e9b93c4","4173121","1503055518","8/18/2017 11:25:18 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x770ea08d3c609e0e37ffdf443fd3842e426e7eb0","","0","1.995","609.7917","0.000523830381795","0.16011399449946","","",""
"0x0308a56d083953e1b18a748dbf8d2a5442fdd39f6b7ae392eb17d83163ba5cda","4173119","1503055428","8/18/2017 11:23:48 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xd853ed813641a858b50d184e22e090bc1a0aabdc","","0","1.64638169","503.2330273654","0.000523830381795","0.16011399449946","","",""
"0x2814f03360d7b42dfca3e5222aaeb06394bc4f29d1c4b85702a87589694ee5b6","4173119","1503055428","8/18/2017 11:23:48 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xd853ed813641a858b50d184e22e090bc1a0aabdc","","0","0.17846525","54.549688315","0.000523830381795","0.16011399449946","","",""
"0xf93430601e6bf6dee5f21f1acf324d0e32546ec8932519c117c3d8bc8d7fd49a","4173119","1503055428","8/18/2017 11:23:48 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x41b5a81870810ba528d1391d314e5d295d506a8a","","0","0.11744","35.8967104","0.000523830381795","0.16011399449946","","",""
"0x5c2832818320e35be40b0d2d972600bc3074af43b3706c6e9ceb307e70ff40dc","4173111","1503055295","8/18/2017 11:21:35 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x53dbc7d396f442acd7a91fb32b0ba94d7f3a8d31","","0","181.08106","55349.2367996","0.000523830381795","0.16011399449946","","",""
"0x08bb14364a8563b4ab83089e8413303a03acde6a17435106547ece9b4d2bd9c7","4173111","1503055295","8/18/2017 11:21:35 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x22bd097295b9d0cb596912b99176a4d185f2c87b","","0","124.9956652032","38206.1750260101","0.000523830381795","0.16011399449946","","",""
"0xe786835b27332b55beccafb9179ea482181694ec64e1ca80f16db643f554ebba","4173111","1503055295","8/18/2017 11:21:35 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xedccf3d472ca092c1cce35210d657641e1c83326","","0","9.045","2764.6947","0.000523830381795","0.16011399449946","","",""
"0xc34c4c57ea2752e7477bbce76da3f3f320987ccfb294a1a085a9d24de3ab173a","4173111","1503055295","8/18/2017 11:21:35 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x578eb3a9ad86b040f2a7ab7b90d2e2632557ab58","","0","0.41401","126.5462966","0.000525102541293645","0.160502842771816","","",""
"0x185788d617164a78690b14b49e1840da2a6bcad2c00a0d66d3c321906b5fe609","4173111","1503055295","8/18/2017 11:21:35 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xf590c01ac2e4233e439f576c9e6644be69f43aec","","0","3.63938","1112.4128908","0.000523830381795","0.16011399449946","","",""
"0x41595ece64a38ba675a7999784b5663efe4ba4e7f60df00290ccd8e79f6b5111","4173111","1503055295","8/18/2017 11:21:35 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x0d22a94d28d085b6601234a6eba14fa01ce23470","","0","35.37702","10813.3399332","0.000523830381795","0.16011399449946","","",""
"0x5452ef8c1a99feb6f517b88c2858654fb5f8aef4918933eabd89699261a97c7a","4173111","1503055295","8/18/2017 11:21:35 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xf979878c78261234180b50e8b5653649cc570e39","","0","0.95938","293.2440908","0.000523830381795","0.16011399449946","","",""
"0x2c0b3012b0791a2722b58da0c4889b2bdc4e8e3743779c3afa0988f92b2635d4","4173111","1503055295","8/18/2017 11:21:35 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xd583add5ffc020bb364d067bf9928c952dcf6f5e","","0","3.088","943.87808","0.000523830381795","0.16011399449946","","",""
"0xfac9d32041421b7bc94985c428fc5fb46022158069bec690772e941fcf1c0e39","4173111","1503055295","8/18/2017 11:21:35 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x8faa05cb885aa7b0447929c56be1b1800064d03f","","0","1.005","307.1883","0.000523830381795","0.16011399449946","","",""
"0xa001db91d6d8d60691f3c826accf045be3b4500a20899ee7fc9c9395d911d5ab","4173106","1503055192","8/18/2017 11:19:52 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x224df8559807b3ef25b3e03bb286bf28d451c80a","","0","0.185","56.5471","0.000523830381795","0.16011399449946","","",""
"0x91a9bdbf441cdc2c007f8240f9a29c8367a7d5c02465f3580fd2051f10782b6b","4173106","1503055192","8/18/2017 11:19:52 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xb85eb13bba8b7bd0401427dfd000fcd0f62525d7","","0","0.095","29.0377","0.000523830381795","0.16011399449946","","",""
"0xa3966c38b3b9994ebf2ce18f3ec80e1cb9eed520feeb4e7ceb562c3f4b4505a0","4173106","1503055192","8/18/2017 11:19:52 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xd853ed813641a858b50d184e22e090bc1a0aabdc","","0","0.32424449","99.1085708134","0.000523830381795","0.16011399449946","","",""
"0x8fd1dee9a4637b5ae85b66fdfb71dba36bc6566d6f3c197b6a6763bfbb3f25f4","4173106","1503055192","8/18/2017 11:19:52 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xe4732a601e0e961fb69e76600fea9bbb39aa8d98","","0","10.995","3360.7317","0.000523830381795","0.16011399449946","","",""
"0x00265a933222a335184a3b0bdd9ab97fe58600f3d5d40f57a9614daf30633da1","4173106","1503055192","8/18/2017 11:19:52 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0xa2b7d3203e8dcc57aa069b43abd1de388ce431ee","","0","4.825","1474.8095","0.000523830381795","0.16011399449946","","",""
"0xfada2e1760f56f830b77170610df6a786fa81c82c60302d06f48390c90a52c34","4173106","1503055192","8/18/2017 11:19:52 AM","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","0x97fe1033c7740dcc4690216b02b8487e9bda1119","","0","0.045","13.7547","0.000523830381795","0.16011399449946","","",""
