blockNumber,timeStamp,from,to,value
3913147,1498136441,0x83df74e7114079b98e69089edcdc8de377fb7cb0,0x701c244b988a513c945973defa05de933b23fe1d,100000000000000000
3913147,1498136441,0xa81b019fd55ce3a676c4dfa1ae8a1ed9f48ed675,0x701c244b988a513c945973defa05de933b23fe1d,2700000000000000000
3913148,1498136450,0xbc7a323e87f2820ac55d15c59db31edbdd176da6,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3913148,1498136450,0x7b5e7fa8e19db6f3488d064c5f0ae519f439a643,0x701c244b988a513c945973defa05de933b23fe1d,400000000000000000000
3913148,1498136450,0x93750ddf10aee0f883cec77769606a6bf97efe70,0x701c244b988a513c945973defa05de933b23fe1d,1500000000000000000
3913148,1498136450,0x7e0e15ed146d0ae84d7779f82b650523d5c4ac01,0x701c244b988a513c945973defa05de933b23fe1d,298243954391680240
3913149,1498136458,0x25352537c8f887eb55ea0d9dfe4b888dff494f7d,0x701c244b988a513c945973defa05de933b23fe1d,3000000000000000000
3913149,1498136458,0x5075a11da5604882c6d5d332bde32c29572a7854,0x701c244b988a513c945973defa05de933b23fe1d,300000000000000000
3913149,1498136458,0x8e72780406cb9b992b7bc8ff0308dc63510f10a1,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3913149,1498136458,0x3fbcc04b418172b9803446b5a0fdced18903d48b,0x701c244b988a513c945973defa05de933b23fe1d,5000000000000000000
3913149,1498136458,0x83bad39f067ef72e354f2ea9d318eaad381a7f15,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3913149,1498136458,0xfc3c8111c7947e07a45b6c8d3fa4d60e3c2acb6a,0x701c244b988a513c945973defa05de933b23fe1d,15000000000000000000
3913149,1498136458,0x38294068f8958e0aa02588f7b878b38bb31b49af,0x701c244b988a513c945973defa05de933b23fe1d,150000000000000000
3913150,1498136489,0x840c59f8f0547f2eed4539b69a408914a78e3a9e,0x701c244b988a513c945973defa05de933b23fe1d,8000000000000000000
3913150,1498136489,0x870b140e7de192dc1538a33d0c359b70ff2c3292,0x701c244b988a513c945973defa05de933b23fe1d,10000000000000000000
3913150,1498136489,0x62895b65f36bddf1373b363dbd7f7696e0fd2ced,0x701c244b988a513c945973defa05de933b23fe1d,30000000000000000000
3913150,1498136489,0xa509ee3ba15a34f503237723569492d7b0e8fd06,0x701c244b988a513c945973defa05de933b23fe1d,20000000000000000000
3913150,1498136489,0x394f7953688191c5d812a4135a7881d74c5f64b1,0x701c244b988a513c945973defa05de933b23fe1d,40000000000000000000
3913150,1498136489,0x89a94b48b21d3b5f959305643d3c71dc88cc7fbc,0x701c244b988a513c945973defa05de933b23fe1d,3400000000000000000
3913150,1498136489,0xbb1f1a28e6d86c296864209a6071023d45180ae6,0x701c244b988a513c945973defa05de933b23fe1d,3000000000000000000
3913150,1498136489,0xd6b7695bc74e2c950eb953316359eab283c5bda8,0x701c244b988a513c945973defa05de933b23fe1d,10000000000000000000
3913150,1498136489,0x0f934a2123a2b510522590599eb9bec66c89e64b,0x701c244b988a513c945973defa05de933b23fe1d,6001332732000000000
3913150,1498136489,0xb035c904c0770759369eb7432691a80e30df9c93,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3913150,1498136489,0xc7d7f6df2872eb0a2fc69251e8cc7d2876ec1b8d,0x701c244b988a513c945973defa05de933b23fe1d,1670000000000000000
3913150,1498136489,0x92a8f4c470e2c243e48c14709dda9009be4d5310,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3913150,1498136489,0x4ae6a8a28c87b75e935a90d6128f2649c969c0d8,0x701c244b988a513c945973defa05de933b23fe1d,500000000000000000
3913150,1498136489,0x00a7ea77c5412bfc0c4e3a2991222daa56801699,0x701c244b988a513c945973defa05de933b23fe1d,10000000000000000000
3913150,1498136489,0x6675a5b92bf2316769ca3d80ddbb656d2cf9af9b,0x701c244b988a513c945973defa05de933b23fe1d,4000000000000000000
3913150,1498136489,0xf20cfb128750f5f81bf8a78b04340cc85f6acf51,0x701c244b988a513c945973defa05de933b23fe1d,8100000000000000000
3913150,1498136489,0x5926fe867e951386ef17474e8eb713f17095b663,0x701c244b988a513c945973defa05de933b23fe1d,9500000000000000000
3913150,1498136489,0x31b3233acfa550584d38ba94dd037c4d8b04f074,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3913150,1498136489,0xfcc5c1f3182dd4c3628de14d8a2c070a79e5e44f,0x701c244b988a513c945973defa05de933b23fe1d,9700000000000000000
3913150,1498136489,0x8e764e690b3b25bd3e8b2714c8f4e06e7e0416c8,0x701c244b988a513c945973defa05de933b23fe1d,3750000000000000000
3913150,1498136489,0x6732f7bec0e6ce62f7edfcd7448cfb2947e6526b,0x701c244b988a513c945973defa05de933b23fe1d,977831934000000000
3913150,1498136489,0x700a2ae2e1ebbf33a38763ed9ab73fc0479552c2,0x701c244b988a513c945973defa05de933b23fe1d,3000000000000000000
3913150,1498136489,0x3eb244eaa617cffe19d0368ef1a140230e36207b,0x701c244b988a513c945973defa05de933b23fe1d,110000000000000000
3913150,1498136489,0x002299fa983660ab72f80d6ef5b92f5c63401994,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3913150,1498136489,0x8a4de532e3364dbba3b555817dc92b48d7064c86,0x701c244b988a513c945973defa05de933b23fe1d,5000000000000000000
3913150,1498136489,0xaf302aa751058797c6ab5249cb83547a6357763a,0x701c244b988a513c945973defa05de933b23fe1d,10000000000000000000
3913150,1498136489,0x0088e8a7bef4ba089c9efc9f07775e3f91b868e7,0x701c244b988a513c945973defa05de933b23fe1d,20000000000000000000
3913150,1498136489,0x708b6b354fb7e8a2beab12fb391cfbe6a6a83085,0x701c244b988a513c945973defa05de933b23fe1d,5000000000000000000
3913150,1498136489,0xa7fc01ff59f917db3d77b07ad24bacfcd1943cff,0x701c244b988a513c945973defa05de933b23fe1d,35000000000000000000
3913150,1498136489,0xa5b5f3d06b2026892fd6b595e80009282ee56c2d,0x701c244b988a513c945973defa05de933b23fe1d,5000000000000000000
3913150,1498136489,0x487088b1e36dc17f5e3c7739b08e8d3c3dac7ff1,0x701c244b988a513c945973defa05de933b23fe1d,200000000000000000
3913152,1498136510,0xad5220c1afc74f861739b31b3d63532ad1d3ea85,0x701c244b988a513c945973defa05de933b23fe1d,146240000000000000000
3913152,1498136510,0x5e8b70b5215c6842a9d4f38fdc4e0dfcec8f2249,0x701c244b988a513c945973defa05de933b23fe1d,5000000000000000000
3913152,1498136510,0xda1b2aeac0196d39658186604609fff185e1774d,0x701c244b988a513c945973defa05de933b23fe1d,2610000000000000000
3913152,1498136510,0xdf7c3e465f886238925472c4b4b92eeab3a10877,0x701c244b988a513c945973defa05de933b23fe1d,10000000000000000000
3913152,1498136510,0xa7c8db7920e89b9388686c3c06e0824e6a2abaa8,0x701c244b988a513c945973defa05de933b23fe1d,1990000000000000000
3913152,1498136510,0xb464dab7a2b173a22645bdb98b6aa4eb6abbe45c,0x701c244b988a513c945973defa05de933b23fe1d,21990000000000000000
3913152,1498136510,0x4105b4343f4c52cea24d2cbda25b714c10bd0fc4,0x701c244b988a513c945973defa05de933b23fe1d,8200000000000000000
3913152,1498136510,0x74303b81beda2874e4a918a5ea0f292ae89794cc,0x701c244b988a513c945973defa05de933b23fe1d,32500000000000000000
3913152,1498136510,0xb583afde568f1228694bd6ff537002c361acebaa,0x701c244b988a513c945973defa05de933b23fe1d,5000000000000000000
3913152,1498136510,0xc5f444774a79a772a7f4f20fffe8c2dcb4115ee1,0x701c244b988a513c945973defa05de933b23fe1d,6000000000000000000
3913152,1498136510,0x7f42c58eec6f53638a81caa5bd989fc3b284888f,0x701c244b988a513c945973defa05de933b23fe1d,5709848400000000000
3913152,1498136510,0x763d780520fcb17af0f2bd80a9eb3c76de79cd1c,0x701c244b988a513c945973defa05de933b23fe1d,1800000000000000000
3913152,1498136510,0xa4998fa51d035389abc367b702855121db5051a6,0x701c244b988a513c945973defa05de933b23fe1d,3784198644000000000
3913152,1498136510,0xf33b41bcc4dbd712613b0f91787d02764309c456,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3913152,1498136510,0xef67a6208097869ce4dc69667d6f391a7620c801,0x701c244b988a513c945973defa05de933b23fe1d,15000000000000000000
3913152,1498136510,0x52022b478aeb37e7f759ba7e8cbda22836265ce7,0x701c244b988a513c945973defa05de933b23fe1d,5000000000000000000
3913152,1498136510,0x99fd462735f6b8dee602fbaaa854b30b0fb6b4e7,0x701c244b988a513c945973defa05de933b23fe1d,5000000000000000000
3913152,1498136510,0xb359ad4af411edea51d8bd7e484b3fa007ed5469,0x701c244b988a513c945973defa05de933b23fe1d,41500000000000000000
3913152,1498136510,0xf8f1510afdaecb28f0b8a8f2f5476dc42d9db101,0x701c244b988a513c945973defa05de933b23fe1d,17805514154752590430
3913152,1498136510,0x7f4823876318fad7321fd813b7abd4a7c60c12a5,0x701c244b988a513c945973defa05de933b23fe1d,12000000000000000000
3913152,1498136510,0x2a51187822e5a148d9779b3be007b09b7fc7a83e,0x701c244b988a513c945973defa05de933b23fe1d,3600000000000000000
3913152,1498136510,0x4903e86a86a274782f05f80b48fc1552530a8061,0x701c244b988a513c945973defa05de933b23fe1d,7000000000000000000
3913152,1498136510,0x8800411258c354cd74134369229b5fa2d33a6d08,0x701c244b988a513c945973defa05de933b23fe1d,3818000000000000000
3913152,1498136510,0xe7e9071aa0e36931b8da3f953dc20a81ed68111e,0x701c244b988a513c945973defa05de933b23fe1d,2500000000000000000
3913152,1498136510,0xd12ff24a58fba88bbfaec7f077dd7e4d453a7e51,0x701c244b988a513c945973defa05de933b23fe1d,150000000000000000
3913152,1498136510,0xe02c74aa415aa6742798d7fc656a21b88aa4fa47,0x701c244b988a513c945973defa05de933b23fe1d,1450000000000000000
3913152,1498136510,0xa82278da4f4856e5661dca8be2415e456021596d,0x701c244b988a513c945973defa05de933b23fe1d,10000000000000000000
3913152,1498136510,0xde5865c161f2b6df00a579557235e56726026610,0x701c244b988a513c945973defa05de933b23fe1d,500000000000000000
3913152,1498136510,0x2a798547eecdaaf73735becbb3a892f005957af0,0x701c244b988a513c945973defa05de933b23fe1d,5000000000000000000
3913152,1498136510,0x5ee22c3f5c709c30fece68b3cbc65757d34d6402,0x701c244b988a513c945973defa05de933b23fe1d,9000000000000000000
3913152,1498136510,0xd1b01eb50eac81e2a0fcf89aae5b3672776596ed,0x701c244b988a513c945973defa05de933b23fe1d,1810000000000000000
3913152,1498136510,0x4c64d2dc1b20af77aab340606625c6bea804c360,0x701c244b988a513c945973defa05de933b23fe1d,987900020000000000
3913152,1498136510,0xa7c89d24da721db34ec7c544688f58ea3bb6591b,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3913153,1498136514,0x56550afda6452c11a257d78a6942dac5096e13aa,0x701c244b988a513c945973defa05de933b23fe1d,10000000000000000000
3913153,1498136514,0x90ef7500c348a43d71b447d56f91f2a7bee27ce8,0x701c244b988a513c945973defa05de933b23fe1d,40000000000000000000
3913153,1498136514,0x14dcae28535c4ede02d0b7ec4d5257f7326e0bf9,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3913153,1498136514,0x61f79a083413fe2d977a90a2078ff1a9ca7770e6,0x701c244b988a513c945973defa05de933b23fe1d,5000000000000000000
3913153,1498136514,0x2e206555d9073985a030074493977b71ba8986e5,0x701c244b988a513c945973defa05de933b23fe1d,800417225000000000
3913153,1498136514,0x8179117d9ac65eca27be4e73e04cfec5440329f7,0x701c244b988a513c945973defa05de933b23fe1d,300000000000000000
3913153,1498136514,0xe2f624218c5714bc51462c0415b0a4d66db36268,0x701c244b988a513c945973defa05de933b23fe1d,2800000000000000000
3913153,1498136514,0xc9c78bd87922d1dc1a653f2a6724662d08265390,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3913153,1498136514,0x661218f97ee63af34baa42d8de03ca57c2d64f1c,0x701c244b988a513c945973defa05de933b23fe1d,20000000000000000000
3913153,1498136514,0xcf9777a710e7d7f0bc9b695cfa6187d6e22521e2,0x701c244b988a513c945973defa05de933b23fe1d,250000000000000000
3913153,1498136514,0x840ab4f5aa381abea2e17c8bb632fa87c2ab224c,0x701c244b988a513c945973defa05de933b23fe1d,2020000000000000000
3913153,1498136514,0x9f7f33c6266ef3f649342187bc5a0133ff0ba5fd,0x701c244b988a513c945973defa05de933b23fe1d,15000000000000000000
3913153,1498136514,0xc9172bd44542212c8e49372c0292a0c932a52739,0x701c244b988a513c945973defa05de933b23fe1d,3000000000000000000
3913153,1498136514,0xc8f9a7246af6650f96401dbbee0c30e5f913cf54,0x701c244b988a513c945973defa05de933b23fe1d,8000000000000000000
3913153,1498136514,0xabb8cdd71ffca5d9607f8cc56c1aa8b1ed135f37,0x701c244b988a513c945973defa05de933b23fe1d,3600000000000000000
3913154,1498136521,0x78720b400a04f502e1438722d6addc76b97d69a9,0x701c244b988a513c945973defa05de933b23fe1d,3990000000000000000
3913154,1498136521,0xa63ed2b096212c8032750befaf8eb08709f1251b,0x701c244b988a513c945973defa05de933b23fe1d,47000000000000000000
3913154,1498136521,0x5e1d61e07e982aedd99cfe1fd72cbd82f0bc2d35,0x701c244b988a513c945973defa05de933b23fe1d,200000000000000000
3913154,1498136521,0x00cdcf1fa2d2cc421925c83fdbce88e414559b8d,0x701c244b988a513c945973defa05de933b23fe1d,2700000000000000000
3913154,1498136521,0x49a408f1ee8951c509db64be3cd47a0faf81d2a6,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000000
3913154,1498136521,0x4681b4a6e40bca139f008fb3fcdfa7bfa4bb5b57,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3913154,1498136521,0x93d79977ef117007a0028218d99dd2caebd70b55,0x701c244b988a513c945973defa05de933b23fe1d,50000000000000000000
3913154,1498136521,0xe997070aba8a8e579b6c4dfb6aca219b06f0bebd,0x701c244b988a513c945973defa05de933b23fe1d,1500000000000000000
3913154,1498136521,0x5daa1388ab4f4bc474f4d569acb6ddf0b2d38505,0x701c244b988a513c945973defa05de933b23fe1d,100590460000000000
3913154,1498136521,0xb40c6e480893e4e75b73bbb812befeda9d09d3eb,0x701c244b988a513c945973defa05de933b23fe1d,9995000000000000000
3913154,1498136521,0x62895b65f36bddf1373b363dbd7f7696e0fd2ced,0x701c244b988a513c945973defa05de933b23fe1d,60000000000000000000
3913154,1498136521,0xa2f632faaa7ef48e70bbcfa33595557d5d960f5c,0x701c244b988a513c945973defa05de933b23fe1d,7300000000000000000
3913154,1498136521,0xf6131acf10adb4c1d42a5aa380503081fa6a4fe9,0x701c244b988a513c945973defa05de933b23fe1d,200000000000000000
3913155,1498136561,0xb950a3638d2ba14b2fa64bc8999f0f4b59850216,0x701c244b988a513c945973defa05de933b23fe1d,12000555000000000000
3913155,1498136561,0xfccbe6f6f2e42bbcd5d6fecc1ad2184a90cb734e,0x701c244b988a513c945973defa05de933b23fe1d,800000000000000000
3913155,1498136561,0x3a2be3642a8c64b4b2884857dcfd7668c411ff40,0x701c244b988a513c945973defa05de933b23fe1d,2100000000000000000
3913155,1498136561,0xc1cc1cf75e85b92b466816fc240ff1450675e299,0x701c244b988a513c945973defa05de933b23fe1d,9500000000000000000
3913155,1498136561,0xb968569c26dc5da1984e3f0ad3943088b05f8194,0x701c244b988a513c945973defa05de933b23fe1d,4000000000000000000
3913155,1498136561,0x2711e14cc2155b143781ae2fb49a0c25e30932de,0x701c244b988a513c945973defa05de933b23fe1d,7349000000000000000
3913155,1498136561,0xf20cfb128750f5f81bf8a78b04340cc85f6acf51,0x701c244b988a513c945973defa05de933b23fe1d,8100000000000000000
3913155,1498136561,0x3338085efffa884efc10d7f265d512e1dc34191e,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3913155,1498136561,0x0342d1a7e22baa5410ee8c72873e7a67c7b20c77,0x701c244b988a513c945973defa05de933b23fe1d,700000000000000000000
3913155,1498136561,0x97e73f09465656f8d60b41d555be4edd823b3c00,0x701c244b988a513c945973defa05de933b23fe1d,4000000000000000000
3913155,1498136561,0x66e6f64cce4e6e2f483c5743a365db3087aa39e5,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3913155,1498136561,0x0c286300850e2e15c1849e0030d30cd3f9410053,0x701c244b988a513c945973defa05de933b23fe1d,25000000000000000000
3913155,1498136561,0xde3f13b04a9479a7a105f750d3732d6d6568503f,0x701c244b988a513c945973defa05de933b23fe1d,5000000000000000000
3913155,1498136561,0x59bc0ab3d489198f9aa56495fe6890aaf8f6bc8d,0x701c244b988a513c945973defa05de933b23fe1d,2500000000000000000
3913155,1498136561,0xae5e4a0aba8fbdd5e9a44a1f7c339b124a167bea,0x701c244b988a513c945973defa05de933b23fe1d,100000000000000000
3913155,1498136561,0x0eacc4ab348e8456051f094058dbbdb1653a4da5,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3913155,1498136561,0xf190f0193b694d9d2bb865a66f0c17cbd8280c71,0x701c244b988a513c945973defa05de933b23fe1d,20000000000000000000
3913155,1498136561,0x6c2d1d29c23264b41d0c531f4cfe3fc1dc0aed51,0x701c244b988a513c945973defa05de933b23fe1d,1079355390888412972
3913155,1498136561,0x5de9fe14fdd59736771102f3e9539a3b1e45c37c,0x701c244b988a513c945973defa05de933b23fe1d,13600000000000000000
3913155,1498136561,0x9b388ce5e6089f53de298e2fdfe830bf43b06a17,0x701c244b988a513c945973defa05de933b23fe1d,3000000000000000000
3913155,1498136561,0xa8638085d18c050e0d7780e557a21b5e028f4d70,0x701c244b988a513c945973defa05de933b23fe1d,30000000000000000000
3913155,1498136561,0x02203df183032281411ffd6f9f80bf1f53bd9fe0,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3913155,1498136561,0xf0f5ee507b1c8c8ac863d47a7bd5a678fd213cc8,0x701c244b988a513c945973defa05de933b23fe1d,1972554674000000000
3913155,1498136561,0x6ed98129ca2887b8c277369df7e02b945dd6627b,0x701c244b988a513c945973defa05de933b23fe1d,5000000000000000000
3913155,1498136561,0x08300312b641cc7b62c2867caeffd0ae390f63e7,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3913155,1498136561,0xd5b9d277d8aad20697a51f76e20978996bffe055,0x701c244b988a513c945973defa05de933b23fe1d,12000000000000000000
3913155,1498136561,0x53e48e09c42b717906e8f0e7cf562af347877787,0x701c244b988a513c945973defa05de933b23fe1d,20000000000000000000
3913155,1498136561,0xcf368b71b1f5e4580de52d617ac861fc2ca590e6,0x701c244b988a513c945973defa05de933b23fe1d,24010000000000000000
3913155,1498136561,0x43c0af7b1a0f77f0c448132ab04d5dc8f1f2cd89,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3913155,1498136561,0x641bcd2660d35798aa68bb37f7b33a07610602ae,0x701c244b988a513c945973defa05de933b23fe1d,10000000000000000000
3913155,1498136561,0x34f233b1498cbf5a9f54e9aaf6daf4436cacc49b,0x701c244b988a513c945973defa05de933b23fe1d,1000000000000000000
3913155,1498136561,0x2029d2126b7f9cd90a6b7e3e5546f4a2fba4e92f,0x701c244b988a513c945973defa05de933b23fe1d,4000000000000000000
3913155,1498136561,0x77f1c0375e0a76d4303a4cdb628842ac7fb72387,0x701c244b988a513c945973defa05de933b23fe1d,8000000000000000000
3913155,1498136561,0x82dfec4e97b76c474533b3dbdeb1a87965b9bfb9,0x701c244b988a513c945973defa05de933b23fe1d,100000000000000000
3913156,1498136576,0x6f95d2ef761c45d499415d7890276dd9f28d396c,0x701c244b988a513c945973defa05de933b23fe1d,3170000000000000000
3913156,1498136576,0xdb280e6d13012e5285b22fc00955b316a5cf525d,0x701c244b988a513c945973defa05de933b23fe1d,75000000000000000000
3913156,1498136576,0x78c875d7dff83ef985c94bfbdb3e43dedbf0ae11,0x701c244b988a513c945973defa05de933b23fe1d,1200000000000000000
3913156,1498136576,0x659295be0e039b35c73ceb9dbd9bcd7524c09cf4,0x701c244b988a513c945973defa05de933b23fe1d,4000000000000000000
3913156,1498136576,0xbed7fc5a011cb6ac5a14fb86c1ba893b40acf1e5,0x701c244b988a513c945973defa05de933b23fe1d,3000000000000000000
3913156,1498136576,0x5050db4c124c63d6d9aaf7aaaad6432023502fc9,0x701c244b988a513c945973defa05de933b23fe1d,6000000000000000000
3913156,1498136576,0xd5347709ea55f4cc154050a8d8ba5a8cece6606e,0x701c244b988a513c945973defa05de933b23fe1d,5000000000000000000
3913156,1498136576,0x608a8f13b19b7b6c5e504f590256c524f15dbbff,0x701c244b988a513c945973defa05de933b23fe1d,1300000000000000000
3913156,1498136576,0xff9a5445bfdb6e0d97458ec18d48ba59c034643b,0x701c244b988a513c945973defa05de933b23fe1d,3000000000000000000
3913156,1498136576,0xf144900e89b8d962253295c1e2590651fdd32b14,0x701c244b988a513c945973defa05de933b23fe1d,10000000000000000000
3913156,1498136576,0x4ccf37771bbb305d8838806fe311c1c34da744a3,0x701c244b988a513c945973defa05de933b23fe1d,500000000000000000
3913156,1498136576,0x36d47ca0af0b9b7b542827f3f30fa5c4b5944ab3,0x701c244b988a513c945973defa05de933b23fe1d,490000000000000000
3913156,1498136576,0x908242745ca2083ed617f3edbf97609f5c5ac98d,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3913156,1498136576,0x36525cb405fce129a2259c4d332a5e8ca6df998e,0x701c244b988a513c945973defa05de933b23fe1d,500000000000000000
3913156,1498136576,0x03b963429b6bff571a723672e4e5318e6f84403b,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3913156,1498136576,0x8aae50113d811edf6653ee28a779cdbd2a783707,0x701c244b988a513c945973defa05de933b23fe1d,20870000000000000000
3913156,1498136576,0x00af36c43ab459a4eacf93467c400ac45bcbc124,0x701c244b988a513c945973defa05de933b23fe1d,3000000000000000000
3913156,1498136576,0x4d341e05917aff53b62d942f2c1b09c15034290f,0x701c244b988a513c945973defa05de933b23fe1d,2100000000000000000
3913156,1498136576,0xaa0bc32c25161ae2d1f0163525429fc3f6cbcb6b,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3913156,1498136576,0xbc88f3d162fdf6046fc6069a856bd373e5f34396,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3913158,1498136608,0x76b1ad9e0a10ab271feeae910fe8e86350ba4b72,0x701c244b988a513c945973defa05de933b23fe1d,1200000000000000000
3913158,1498136608,0x8e3f876c66ab6b3274f97181e049ba2e3fe74f2c,0x701c244b988a513c945973defa05de933b23fe1d,10000000000000000000
3913158,1498136608,0xb1fbeb3273ad482ad276d4cdcae560ce80e41394,0x701c244b988a513c945973defa05de933b23fe1d,6500000000000000000
3913158,1498136608,0x74303b81beda2874e4a918a5ea0f292ae89794cc,0x701c244b988a513c945973defa05de933b23fe1d,32400000000000000000
3913158,1498136608,0xc1e942af37b4ef0fe04dfb0e9e6bd0269d48ef24,0x701c244b988a513c945973defa05de933b23fe1d,2100000000000000000
3913158,1498136608,0x2be8055d8a3fc3191f39f21d6a3979aaf9ee8075,0x701c244b988a513c945973defa05de933b23fe1d,10000000000000000000
3913158,1498136608,0x0da6fe1e9e1521bacd1c458932e778ed2b08d1e2,0x701c244b988a513c945973defa05de933b23fe1d,40000000000000000000
3913158,1498136608,0x5e91a5f226299856d227c552827aad9859227be2,0x701c244b988a513c945973defa05de933b23fe1d,2000000000000000000
3913158,1498136608,0xec30eacdb39705ec281e10891d605cb0be41e094,0x701c244b988a513c945973defa05de933b23fe1d,500000000000000000
3913158,1498136608,0x6e2f397e4a349b50d2c2a74053cdd6730edc62b2,0x701c244b988a513c945973defa05de933b23fe1d,150000000000000000
3913158,1498136608,0x882ee04d37f6802b6bad9448e7136bc7ebe03187,0x701c244b988a513c945973defa05de933b23fe1d,1020000000000000000
3913158,1498136608,0xf85108a0b644dffb480fc9d84dfb365ef6a4b3e7,0x701c244b988a513c945973defa05de933b23fe1d,979950000000000000
3913158,1498136608,0x0a3f25c0dcc58dc53e9ce36214f54feb6503a879,0x701c244b988a513c945973defa05de933b23fe1d,100000000000000000000
3913158,1498136608,0x67a8faf6fad5f75f9097f1f31b7a7ba66637d2e7,0x701c244b988a513c945973defa05de933b23fe1d,70000000000000000000
3913158,1498136608,0x2f05617291ab3bdb23c5dbd62ab68b66ab04ebe7,0x701c244b988a513c945973defa05de933b23fe1d,60000000000000000
3913158,1498136608,0x62895b65f36bddf1373b363dbd7f7696e0fd2ced,0x701c244b988a513c945973defa05de933b23fe1d,3000000000000000000
3913158,1498136608,0x1285195ca5bb316d316ea8afb927c7c6818ce189,0x701c244b988a513c945973defa05de933b23fe1d,2100000000000000000
3913158,1498136608,0x7c9c7e01e0c0fb8e4d364ef5cf6e47846ea6fd47,0x701c244b988a513c945973defa05de933b23fe1d,1115600000000000000
3913158,1498136608,0x9f97b80e09da70abbcbe9b16b7bb0102abd91eee,0x701c244b988a513c945973defa05de933b23fe1d,20000000000000000000
3913158,1498136608,0x4e532cd2bbd887ac97fd1278ea2efe9f324af12f,0x701c244b988a513c945973defa05de933b23fe1d,1980000000000000000
